ip,prefix,origin
1.45.192.0,22,45083
1.45.196.0,22,45083
1.45.200.0,22,45083
1.45.20.0,22,45083
1.45.204.0,22,45083
1.45.208.0,22,45083
1.45.24.0,22,45083
1.45.28.0,22,45083
1.45.32.0,22,45083
1.45.36.0,22,45083
1.45.40.0,22,45083
1.45.44.0,22,45083
1.45.48.0,22,45083
1.45.52.0,22,45083
1.45.56.0,22,45083
1.45.60.0,22,45083
1.45.64.0,22,45083
1.45.68.0,22,45083
1.45.72.0,22,45083
1.45.76.0,22,45083
1.45.80.0,22,45083
1.45.84.0,22,45083
1.45.88.0,22,45083
1.45.92.0,22,45083
1.45.96.0,22,45083
1.46.0.0,16,24378
1.46.0.0,19,24378
1.46.0.0,21,24378
1.46.0.0,24,24378
1.46.100.0,24,24378
1.46.10.0,24,24378
1.46.101.0,24,24378
1.46.102.0,24,24378
1.46.1.0,24,24378
1.46.103.0,24,24378
1.46.104.0,21,24378
1.46.104.0,24,24378
1.46.105.0,24,24378
1.46.106.0,24,24378
1.46.107.0,24,24378
1.46.108.0,24,24378
1.46.109.0,24,24378
1.46.110.0,24,24378
1.46.11.0,24,24378
1.46.111.0,24,24378
1.46.12.0,24,24378
1.46.128.0,19,24378
1.46.128.0,21,24378
1.46.128.0,24,24378
1.46.129.0,24,24378
1.46.130.0,24,24378
1.46.13.0,24,24378
1.46.131.0,24,24378
1.46.132.0,24,24378
1.46.133.0,24,24378
1.46.134.0,24,24378
1.46.135.0,24,24378
1.46.136.0,21,24378
1.46.136.0,24,24378
1.46.137.0,24,24378
1.46.138.0,24,24378
1.46.139.0,24,24378
1.46.140.0,24,24378
1.46.14.0,24,24378
1.46.141.0,24,24378
1.46.142.0,24,24378
1.46.143.0,24,24378
1.46.15.0,24,24378
1.46.156.0,22,24378
1.46.160.0,19,24378
1.46.160.0,21,24378
1.46.160.0,24,24378
1.46.161.0,24,24378
1.46.162.0,24,24378
1.46.163.0,24,24378
1.46.164.0,24,24378
1.46.165.0,24,24378
1.46.166.0,24,24378
1.46.167.0,24,24378
1.46.168.0,21,24378
1.46.168.0,24,24378
1.46.169.0,24,24378
1.46.170.0,24,24378
1.46.171.0,24,24378
1.46.172.0,24,24378
1.46.173.0,24,24378
1.46.174.0,24,24378
1.46.175.0,24,24378
1.46.192.0,19,24378
1.46.192.0,21,24378
1.46.192.0,24,24378
1.46.193.0,24,24378
1.46.194.0,24,24378
1.46.195.0,24,24378
1.46.196.0,24,24378
1.46.197.0,24,24378
1.46.198.0,24,24378
1.46.199.0,24,24378
1.46.200.0,21,24378
1.46.200.0,24,24378
1.46.201.0,24,24378
1.46.202.0,24,24378
1.46.2.0,24,24378
1.46.203.0,24,24378
1.46.204.0,24,24378
1.46.205.0,24,24378
1.46.206.0,24,24378
1.46.207.0,24,24378
1.46.220.0,22,24378
1.46.224.0,19,24378
1.46.224.0,21,24378
1.46.224.0,24,24378
1.46.225.0,24,24378
1.46.226.0,24,24378
1.46.227.0,24,24378
1.46.228.0,24,24378
1.46.229.0,24,24378
1.46.230.0,24,24378
1.46.231.0,24,24378
1.46.232.0,21,24378
1.46.232.0,24,24378
1.46.233.0,24,24378
1.46.234.0,24,24378
1.46.235.0,24,24378
1.46.236.0,24,24378
1.46.237.0,24,24378
1.46.238.0,24,24378
1.46.239.0,24,24378
1.46.244.0,24,24378
1.46.247.0,24,24378
1.46.248.0,24,24378
1.46.249.0,24,24378
1.46.252.0,24,24378
1.46.253.0,24,24378
1.46.254.0,24,24378
1.46.255.0,24,24378
1.46.28.0,22,24378
1.46.3.0,24,24378
1.46.32.0,19,24378
1.46.32.0,21,24378
1.46.32.0,24,24378
1.46.33.0,24,24378
1.46.34.0,24,24378
1.46.35.0,24,24378
1.46.36.0,24,24378
1.46.37.0,24,24378
1.46.38.0,24,24378
1.46.39.0,24,24378
1.46.40.0,21,24378
1.46.40.0,24,24378
1.46.4.0,24,24378
1.46.41.0,24,24378
1.46.42.0,24,24378
1.46.43.0,24,24378
1.46.44.0,24,24378
1.46.45.0,24,24378
1.46.46.0,24,24378
1.46.47.0,24,24378
1.46.5.0,24,24378
1.46.6.0,24,24378
1.46.64.0,19,24378
1.46.64.0,21,24378
1.46.64.0,24,24378
1.46.65.0,24,24378
1.46.66.0,24,24378
1.46.67.0,24,24378
1.46.68.0,24,24378
1.46.69.0,24,24378
1.46.70.0,24,24378
1.46.7.0,24,24378
1.46.71.0,24,24378
1.46.72.0,21,24378
1.46.72.0,24,24378
1.46.73.0,24,24378
1.46.74.0,24,24378
1.46.75.0,24,24378
1.46.76.0,24,24378
1.46.77.0,24,24378
1.46.78.0,24,24378
1.46.79.0,24,24378
1.46.8.0,21,24378
1.46.8.0,24,24378
1.46.9.0,24,24378
1.46.92.0,22,24378
1.46.96.0,19,24378
1.46.96.0,21,24378
1.46.96.0,24,24378
1.46.97.0,24,24378
1.46.98.0,24,24378
1.46.99.0,24,24378
1.47.0.0,16,24378
1.47.0.0,19,24378
1.47.0.0,21,24378
1.47.0.0,24,24378
1.47.100.0,24,24378
1.47.10.0,24,24378
1.47.101.0,24,24378
1.47.102.0,24,24378
1.47.1.0,24,24378
1.47.103.0,24,24378
1.47.104.0,21,24378
1.47.104.0,24,24378
1.47.105.0,24,24378
1.47.106.0,24,24378
1.47.107.0,24,24378
1.47.108.0,24,24378
1.47.109.0,24,24378
1.47.110.0,24,24378
1.47.11.0,24,24378
1.47.111.0,24,24378
1.47.12.0,24,24378
1.47.128.0,19,24378
1.47.128.0,21,24378
1.47.128.0,24,24378
1.47.129.0,24,24378
1.47.130.0,24,24378
1.47.13.0,24,24378
1.47.131.0,24,24378
1.47.132.0,24,24378
1.47.133.0,24,24378
1.47.134.0,24,24378
1.47.135.0,24,24378
1.47.136.0,21,24378
1.47.136.0,24,24378
1.47.137.0,24,24378
1.47.138.0,24,24378
1.47.139.0,24,24378
1.47.140.0,24,24378
1.47.14.0,24,24378
1.47.141.0,24,24378
1.47.142.0,24,24378
1.47.143.0,24,24378
1.47.15.0,24,24378
1.47.156.0,22,24378
1.47.160.0,19,24378
1.47.160.0,21,24378
1.47.160.0,24,24378
1.47.161.0,24,24378
1.47.162.0,24,24378
1.47.163.0,24,24378
1.47.164.0,24,24378
1.47.165.0,24,24378
1.47.166.0,24,24378
1.47.167.0,24,24378
1.47.168.0,21,24378
1.47.168.0,24,24378
1.47.169.0,24,24378
1.47.170.0,24,24378
1.47.171.0,24,24378
1.47.172.0,24,24378
1.47.173.0,24,24378
1.47.174.0,24,24378
1.47.175.0,24,24378
1.47.192.0,19,24378
1.47.192.0,21,24378
1.47.192.0,24,24378
1.47.193.0,24,24378
1.47.194.0,24,24378
1.47.195.0,24,24378
1.47.196.0,24,24378
1.47.197.0,24,24378
1.47.198.0,24,24378
1.47.199.0,24,24378
1.47.200.0,21,24378
1.47.200.0,24,24378
1.47.201.0,24,24378
1.47.202.0,24,24378
1.47.2.0,24,24378
1.47.203.0,24,24378
1.47.204.0,24,24378
1.47.205.0,24,24378
1.47.206.0,24,24378
1.47.207.0,24,24378
1.47.220.0,22,24378
1.47.224.0,19,24378
1.47.224.0,21,24378
1.47.224.0,24,24378
1.47.225.0,24,24378
1.47.226.0,24,24378
1.47.227.0,24,24378
1.47.228.0,24,24378
1.47.229.0,24,24378
1.47.230.0,24,24378
1.47.231.0,24,24378
1.47.232.0,21,24378
1.47.232.0,24,24378
1.47.233.0,24,24378
1.47.234.0,24,24378
1.47.235.0,24,24378
1.47.236.0,24,24378
1.47.237.0,24,24378
1.47.238.0,24,24378
1.47.239.0,24,24378
1.47.244.0,24,24378
1.47.247.0,24,24378
1.47.248.0,24,24378
1.47.249.0,24,24378
1.47.252.0,24,24378
1.47.253.0,24,24378
1.47.254.0,24,24378
1.47.255.0,24,24378
1.47.28.0,22,24378
1.47.3.0,24,24378
1.47.32.0,19,24378
1.47.32.0,21,24378
1.47.32.0,24,24378
1.47.33.0,24,24378
1.47.34.0,24,24378
1.47.35.0,24,24378
1.47.36.0,24,24378
1.47.37.0,24,24378
1.47.38.0,24,24378
1.47.39.0,24,24378
1.47.40.0,21,24378
1.47.40.0,24,24378
1.47.4.0,24,24378
1.47.41.0,24,24378
1.47.42.0,24,24378
1.47.43.0,24,24378
1.47.44.0,24,24378
1.47.45.0,24,24378
1.47.46.0,24,24378
1.47.47.0,24,24378
1.47.5.0,24,24378
1.47.6.0,24,24378
1.47.64.0,19,24378
1.47.64.0,21,24378
1.47.64.0,24,24378
1.47.65.0,24,24378
1.47.66.0,24,24378
1.47.67.0,24,24378
1.47.68.0,24,24378
1.47.69.0,24,24378
1.47.70.0,24,24378
1.47.7.0,24,24378
1.47.71.0,24,24378
1.47.72.0,21,24378
1.47.72.0,24,24378
1.47.73.0,24,24378
1.47.74.0,24,24378
1.47.75.0,24,24378
1.47.76.0,24,24378
1.47.77.0,24,24378
1.47.78.0,24,24378
1.47.79.0,24,24378
1.47.8.0,21,24378
1.47.8.0,24,24378
1.47.9.0,24,24378
1.47.92.0,22,24378
1.47.96.0,19,24378
1.47.96.0,21,24378
1.47.96.0,24,24378
1.47.97.0,24,24378
1.47.98.0,24,24378
1.47.99.0,24,24378
1.48.0.0,15,4134
1.4.88.0,24,63849
1.50.0.0,16,4134
1.5.0.0,16,4725
1.51.0.0,16,4538
1.51.32.0,20,4538
1.51.48.0,21,4538
1.52.0.0,14,18403
1.52.0.0,20,18403
1.52.112.0,20,18403
1.52.120.0,21,18403
1.52.128.0,20,18403
1.52.144.0,20,18403
1.52.160.0,20,18403
1.52.160.0,24,18403
1.52.16.0,20,18403
1.52.176.0,20,18403
1.52.192.0,20,18403
1.52.208.0,20,18403
1.52.221.0,24,18403
1.52.224.0,20,18403
1.52.239.0,24,18403
1.52.240.0,20,18403
1.52.28.0,24,18403
1.52.30.0,24,18403
1.52.32.0,20,18403
1.52.32.0,21,18403
1.52.48.0,20,18403
1.52.64.0,20,18403
1.52.70.0,24,18403
1.52.80.0,20,18403
1.52.87.0,24,18403
1.52.96.0,20,18403
1.53.0.0,20,18403
1.53.100.0,24,18403
1.53.112.0,20,18403
1.53.114.0,24,18403
1.53.128.0,20,18403
1.53.144.0,20,18403
1.53.160.0,20,18403
1.53.16.0,20,18403
1.53.174.0,24,18403
1.53.176.0,20,18403
1.53.188.0,24,18403
1.53.192.0,20,18403
1.53.192.0,24,18403
1.53.194.0,24,18403
1.53.208.0,20,18403
1.53.224.0,20,18403
1.53.226.0,24,18403
1.53.240.0,20,18403
1.53.32.0,20,18403
1.53.48.0,20,18403
1.53.54.0,24,18403
1.53.64.0,20,18403
1.53.65.0,24,18403
1.53.80.0,20,18403
1.53.96.0,20,18403
1.54.0.0,20,18403
1.54.100.0,24,18403
1.54.101.0,24,18403
1.54.112.0,20,18403
1.54.128.0,20,18403
1.54.133.0,24,18403
1.54.142.0,24,18403
1.54.143.0,24,18403
1.54.144.0,20,18403
1.54.160.0,20,18403
1.54.16.0,20,18403
1.54.176.0,20,18403
1.54.192.0,20,18403
1.54.208.0,20,18403
1.54.208.0,21,18403
1.54.22.0,23,18403
1.54.224.0,20,18403
1.54.230.0,24,18403
1.54.240.0,20,18403
1.54.248.0,21,18403
1.54.250.0,24,18403
1.54.32.0,20,18403
1.54.38.0,24,18403
1.54.48.0,20,18403
1.54.64.0,20,18403
1.54.80.0,20,18403
1.54.96.0,20,18403
1.55.0.0,20,18403
1.55.112.0,20,18403
1.55.123.0,24,18403
1.55.126.0,24,18403
1.55.127.0,24,18403
1.55.128.0,20,18403
1.55.144.0,20,18403
1.55.145.0,24,18403
1.55.160.0,20,18403
1.55.16.0,20,18403
1.55.165.0,24,18403
1.55.17.0,24,18403
1.55.176.0,20,18403
1.55.176.0,21,18403
1.55.185.0,24,18403
1.55.192.0,20,18403
1.55.192.0,21,18403
1.55.202.0,24,18403
1.55.208.0,20,18403
1.55.210.0,24,18403
1.55.21.0,24,18403
1.55.211.0,24,18403
1.55.222.0,24,18403
1.55.224.0,20,18403
1.55.226.0,24,18403
1.55.228.0,24,18403
1.55.240.0,20,18403
1.55.240.0,24,18403
1.55.241.0,24,18403
1.55.242.0,24,18403
1.55.243.0,24,18403
1.55.244.0,24,18403
1.55.245.0,24,18403
1.55.246.0,24,18403
1.55.247.0,24,18403
1.55.248.0,24,18403
1.55.249.0,24,18403
1.55.252.0,24,18403
1.55.32.0,20,18403
1.55.40.0,21,18403
1.55.48.0,20,18403
1.55.60.0,24,18403
1.55.61.0,24,18403
1.55.62.0,24,18403
1.55.64.0,20,18403
1.55.80.0,20,18403
1.55.9.0,24,18403
1.55.96.0,20,18403
1.56.0.0,13,4837
1.64.0.0,15,4760
1.64.0.0,16,4760
1.64.0.0,19,4760
1.64.128.0,19,4760
1.64.160.0,19,4760
1.64.192.0,19,4760
1.64.224.0,19,4760
1.64.32.0,19,4760
1.64.64.0,19,4760
1.64.96.0,19,4760
1.65.0.0,16,4760
1.65.0.0,19,4760
1.65.128.0,19,4760
1.65.138.0,24,4760
1.65.156.0,24,4760
1.65.160.0,19,4760
1.65.186.0,24,4760
1.65.190.0,23,9444
1.65.192.0,19,4760
1.65.194.0,24,4760
1.65.221.0,24,4760
1.65.224.0,19,4760
1.65.32.0,19,4760
1.65.64.0,19,4760
1.65.96.0,19,4760
1.66.100.0,22,9605
1.66.104.0,23,9605
1.66.104.0,24,9605
1.66.105.0,24,9605
1.66.106.0,23,9605
1.66.108.0,22,9605
1.66.112.0,20,9605
1.66.128.0,17,9605
1.66.20.0,22,9605
1.66.24.0,21,9605
1.66.32.0,19,9605
1.66.68.0,22,9605
1.66.90.0,24,9605
1.66.96.0,21,9605
1.66.96.0,22,9605
1.67.0.0,17,9605
1.67.128.0,18,9605
1.67.192.0,19,9605
1.67.224.0,21,9605
1.67.232.0,22,9605
1.67.236.0,23,9605
1.67.240.0,20,9605
1.68.0.0,14,4134
1.72.0.0,22,9605
1.72.0.0,23,9605
1.72.10.0,23,9605
1.72.12.0,22,9605
1.72.128.0,18,9605
1.72.16.0,20,9605
1.72.2.0,23,9605
1.72.32.0,19,9605
1.72.4.0,23,9605
1.72.4.0,24,9605
1.72.5.0,24,9605
1.72.6.0,23,9605
1.72.6.0,24,9605
1.72.64.0,18,9605
1.72.7.0,24,9605
1.72.8.0,23,9605
1.72.8.0,24,9605
1.72.9.0,24,9605
1.73.0.0,16,9605
1.74.0.0,18,9605
1.74.192.0,23,9605
1.74.196.0,22,9605
1.74.200.0,21,9605
1.74.208.0,20,9605
1.74.240.0,20,9605
1.75.0.0,23,9605
1.75.0.0,24,9605
1.75.10.0,24,9605
1.75.1.0,24,9605
1.75.11.0,24,9605
1.75.12.0,23,9605
1.75.128.0,20,9605
1.75.14.0,24,9605
1.75.144.0,21,9605
1.75.152.0,21,9605
1.75.160.0,20,9605
1.75.16.0,21,9605
1.75.176.0,21,9605
1.75.184.0,22,9605
1.75.188.0,22,9605
1.75.196.0,22,9605
1.75.196.0,23,9605
1.75.198.0,23,9605
1.75.2.0,24,9605
1.75.208.0,22,9605
1.75.208.0,23,9605
1.75.210.0,23,9605
1.75.212.0,22,9605
1.75.212.0,23,9605
1.75.214.0,23,9605
1.75.224.0,22,9605
1.75.228.0,24,9605
1.75.229.0,24,9605
1.75.230.0,23,9605
1.75.230.0,24,9605
1.75.231.0,24,9605
1.75.232.0,22,9605
1.75.232.0,23,9605
1.75.234.0,23,9605
1.75.236.0,24,9605
1.75.237.0,24,9605
1.75.238.0,23,9605
1.75.238.0,24,9605
1.75.239.0,24,9605
1.75.240.0,22,9605
1.75.240.0,23,9605
1.75.24.0,22,9605
1.75.242.0,23,9605
1.75.244.0,22,9605
1.75.244.0,23,9605
1.75.246.0,23,9605
1.75.248.0,21,9605
1.75.248.0,22,9605
1.75.252.0,22,9605
1.75.28.0,22,9605
1.75.3.0,24,9605
1.75.32.0,19,9605
1.75.4.0,22,9605
1.75.4.0,23,9605
1.75.6.0,23,9605
1.75.64.0,18,9605
1.75.8.0,23,9605
1.75.8.0,24,9605
1.75.9.0,24,9605
1.76.148.0,22,9605
1.76.152.0,21,9605
1.76.160.0,19,9605
1.76.16.0,20,9605
1.76.192.0,19,9605
1.76.224.0,22,9605
1.76.32.0,19,9605
1.76.4.0,22,9605
1.76.64.0,21,9605
1.76.72.0,22,9605
1.76.80.0,21,9605
1.76.8.0,21,9605
1.77.0.0,16,9605
1.78.0.0,22,9605
1.78.0.0,23,9605
1.78.10.0,23,9605
1.78.12.0,22,9605
1.78.12.0,23,9605
1.78.128.0,17,9605
1.78.14.0,23,9605
1.78.16.0,22,9605
1.78.16.0,23,9605
1.78.18.0,23,9605
1.78.20.0,22,9605
1.78.2.0,23,9605
1.78.24.0,22,9605
1.78.24.0,23,9605
1.78.26.0,23,9605
1.78.28.0,22,9605
1.78.28.0,23,9605
1.78.30.0,23,9605
1.78.32.0,22,9605
1.78.32.0,23,9605
1.78.34.0,23,9605
1.78.36.0,22,9605
1.78.36.0,23,9605
1.78.38.0,23,9605
1.78.40.0,22,9605
1.78.40.0,23,9605
1.78.4.0,22,9605
1.78.4.0,23,9605
1.78.42.0,23,9605
1.78.44.0,22,9605
1.78.48.0,20,9605
1.78.6.0,23,9605
1.78.64.0,19,9605
1.78.8.0,22,9605
1.78.8.0,23,9605
1.78.96.0,22,9605
1.79.100.0,22,9605
1.79.10.0,24,9605
1.79.104.0,21,9605
1.79.11.0,24,9605
1.79.12.0,22,9605
1.79.12.0,23,9605
1.79.14.0,23,9605
1.79.16.0,22,9605
1.79.16.0,23,9605
1.79.172.0,22,9605
1.79.176.0,23,9605
1.79.178.0,23,9605
1.79.180.0,23,9605
1.79.18.0,23,9605
1.79.182.0,23,9605
1.79.20.0,24,9605
1.79.2.0,24,9605
1.79.21.0,24,9605
1.79.216.0,21,9605
1.79.22.0,23,9605
1.79.22.0,24,9605
1.79.224.0,19,9605
1.79.23.0,24,9605
1.79.24.0,22,9605
1.79.24.0,23,9605
1.79.26.0,23,9605
1.79.28.0,23,9605
1.79.28.0,24,9605
1.79.29.0,24,9605
1.79.30.0,24,9605
1.79.3.0,24,9605
1.79.31.0,24,9605
1.79.32.0,22,9605
1.79.32.0,23,9605
1.79.34.0,23,9605
1.79.36.0,22,9605
1.79.36.0,23,9605
1.79.38.0,23,9605
1.79.40.0,21,9605
1.79.4.0,24,9605
1.79.48.0,20,9605
1.79.6.0,23,9605
1.79.6.0,24,9605
1.79.66.0,23,9605
1.79.66.0,24,9605
1.79.67.0,24,9605
1.79.68.0,22,9605
1.79.68.0,23,9605
1.79.70.0,23,9605
1.79.7.0,24,9605
1.79.72.0,23,9605
1.79.72.0,24,9605
1.79.73.0,24,9605
1.79.74.0,23,9605
1.79.74.0,24,9605
1.79.75.0,24,9605
1.79.76.0,22,9605
1.79.76.0,23,9605
1.79.78.0,23,9605
1.79.80.0,23,9605
1.79.80.0,24,9605
1.79.8.0,23,9605
1.79.8.0,24,9605
1.79.81.0,24,9605
1.79.82.0,23,9605
1.79.82.0,24,9605
1.79.83.0,24,9605
1.79.84.0,22,9605
1.79.84.0,23,9605
1.79.86.0,23,9605
1.79.88.0,23,9605
1.79.88.0,24,9605
1.79.89.0,24,9605
1.79.90.0,23,9605
1.79.9.0,24,9605
1.79.92.0,22,9605
1.79.96.0,23,9605
1.79.98.0,23,9605
1.80.0.0,13,4134
1.8.101.0,24,38345
1.8.102.0,24,38345
1.8.104.0,24,38345
1.8.105.0,24,38345
1.8.106.0,24,38345
1.8.108.0,24,38345
1.8.109.0,24,38345
1.8.110.0,24,38345
1.8.111.0,24,38345
1.8.150.0,24,38345
1.8.151.0,24,38345
1.8.152.0,24,38345
1.8.153.0,24,38345
1.8.18.0,24,38345
1.8.238.0,24,38345
1.8.239.0,24,38345
1.8.240.0,24,38345
1.8.241.0,24,38345
1.8.242.0,24,38345
1.8.243.0,24,38345
1.88.0.0,17,17429
1.88.128.0,17,17429
1.89.0.0,17,17429
1.89.128.0,17,17429
1.90.0.0,17,17429
1.9.0.0,16,4788
1.90.128.0,17,17429
1.91.0.0,17,17429
1.91.128.0,17,17429
1.9.12.0,24,65037
1.92.0.0,20,4134
1.9.21.0,24,24514
1.9.23.0,24,65120
1.93.0.0,16,4808
1.93.0.0,16,4847
1.9.31.0,24,65077
1.9.34.0,24,4788
1.93.57.0,24,17964
1.9.37.0,24,4788
1.94.0.0,15,9395
1.94.0.0,16,17964
1.94.0.0,17,17964
1.9.40.0,24,4788
1.9.41.0,24,4788
1.94.128.0,17,17964
1.96.0.0,12,4766
1.9.65.0,24,24514
1.9.65.0,24,4788
1.9.79.0,24,4788
