ip,prefix,origin
133.100.0.0,16,18148
133.10.0.0,16,2907
133.1.0.0,16,4730
133.101.0.0,16,24254
133.102.0.0,16,37920
133.102.160.0,21,37920
133.102.192.0,18,37920
133.103.0.0,16,2907
133.104.0.0,16,2907
133.105.0.0,16,17944
133.105.0.0,17,17944
133.105.128.0,17,17944
133.106.0.0,16,2907
133.108.42.0,24,18139
133.108.43.0,24,18139
133.108.58.0,24,18139
133.108.61.0,24,18139
133.108.63.0,24,18139
133.110.0.0,16,4725
133.11.0.0,16,2501
133.111.0.0,16,2497
133.12.0.0,16,2497
133.121.0.0,16,17676
133.123.0.0,16,7522
133.127.0.0,16,2497
133.130.0.0,23,7506
133.13.0.0,16,17960
133.130.10.0,23,58786
133.130.128.0,17,2514
133.130.16.0,20,7506
133.130.2.0,23,7506
133.130.32.0,19,7506
133.130.4.0,22,58791
133.130.64.0,18,7506
133.130.8.0,23,58786
133.130.86.0,24,7506
133.130.87.0,24,7506
133.131.0.0,16,9595
133.132.0.0,16,9595
133.137.0.0,16,2497
133.138.0.0,16,2500
133.139.108.0,24,131893
133.139.18.0,24,131893
133.139.19.0,24,131893
133.139.20.0,24,131893
133.139.21.0,24,131893
133.139.25.0,24,131893
133.139.28.0,24,131893
133.139.34.0,24,131893
133.139.44.0,24,131893
133.139.45.0,24,131893
133.139.55.0,24,131893
133.139.56.0,24,131893
133.139.60.0,24,131893
133.139.65.0,24,131893
133.139.70.0,24,131893
133.139.71.0,24,131893
133.139.74.0,24,131893
133.139.77.0,24,131893
133.139.97.0,24,131893
133.140.0.0,16,18097
133.14.0.0,16,17943
133.142.0.0,16,2497
133.145.0.0,16,2526
133.148.0.0,16,4680
133.149.0.0,17,4677
133.149.128.0,18,4677
133.149.192.0,18,2519
133.15.0.0,16,2907
133.152.0.0,18,17819
133.15.2.0,23,2907
133.152.128.0,18,17819
133.152.192.0,19,4713
133.152.224.0,20,4713
133.152.240.0,21,4713
133.152.64.0,18,17819
133.153.0.0,16,17509
133.155.0.0,17,7690
133.155.128.0,17,7524
133.155.128.0,19,7524
133.155.160.0,19,7524
133.155.192.0,19,7524
133.155.224.0,19,7524
133.158.0.0,16,17510
133.16.0.0,16,2907
133.162.0.0,16,2510
133.163.0.0,16,2510
133.164.0.0,16,11363
133.167.0.0,16,9371
133.169.0.0,16,2497
133.170.0.0,16,4713
133.17.0.0,16,2907
133.173.0.0,16,2497
133.173.0.0,17,2497
133.173.128.0,17,2497
133.176.0.0,16,17676
133.17.7.0,24,2907
133.18.0.0,16,24282
133.183.128.0,19,18071
133.183.96.0,19,18071
133.186.0.0,17,10010
133.186.128.0,17,45974
133.186.131.0,24,45974
133.186.132.0,24,45974
133.186.134.0,24,45974
133.186.135.0,24,45974
133.186.138.0,24,45974
133.186.139.0,24,45974
133.186.150.0,23,45974
133.186.154.0,23,45974
133.186.157.0,24,45974
133.186.160.0,24,45974
133.186.163.0,24,45974
133.186.164.0,24,55629
133.186.165.0,24,45974
133.186.170.0,24,45974
133.187.0.0,16,2907
133.188.0.0,16,4729
133.19.0.0,16,23807
133.192.0.0,16,2516
133.194.0.0,17,2497
133.194.128.0,18,2497
133.194.192.0,19,2497
133.194.224.0,20,2497
133.194.240.0,21,2497
133.194.248.0,22,2497
133.194.252.0,23,59114
133.194.252.0,24,59114
133.194.253.0,24,59114
133.194.254.0,23,59114
133.200.0.0,14,2518
133.20.0.0,16,17943
133.2.0.0,16,17523
133.2.0.0,17,17523
133.204.0.0,16,2518
133.205.0.0,16,2518
133.206.0.0,15,2518
133.208.0.0,15,2518
133.208.52.0,23,2518
133.21.0.0,16,2907
133.2.128.0,17,17523
133.215.0.0,16,2497
133.217.0.0,16,18069
133.218.0.0,16,2497
133.220.0.0,16,2907
133.221.0.0,16,2497
133.225.214.0,24,17676
133.226.0.0,16,4725
133.23.0.0,16,2907
133.232.0.0,19,7682
133.232.112.0,20,2514
133.232.128.0,17,2514
133.232.64.0,20,2514
133.232.96.0,20,2514
133.236.0.0,16,2497
133.237.0.0,16,23820
133.237.0.0,17,23820
133.237.128.0,17,23820
133.237.28.0,23,23820
133.238.0.0,16,2497
133.240.0.0,16,7687
133.24.0.0,16,131159
133.242.0.0,16,7684
133.243.0.0,16,9355
133.245.0.0,16,2497
133.247.0.0,16,4675
133.249.0.0,16,17947
133.250.0.0,16,9357
133.25.0.0,16,55379
133.25.0.0,17,55379
133.250.172.0,24,9357
133.250.173.0,24,9357
133.25.10.0,24,55379
133.25.119.0,24,55379
133.251.225.0,24,2497
133.25.124.0,24,55379
133.25.128.0,17,55379
133.25.140.0,24,55379
133.25.241.0,24,55379
133.253.0.0,16,2516
133.254.0.0,16,2497
133.26.0.0,16,2497
133.26.160.0,19,2907
133.27.0.0,16,38635
133.28.0.0,17,55380
133.28.128.0,17,55380
133.29.0.0,16,2907
133.30.0.0,16,2907
133.3.0.0,16,2504
133.31.0.0,16,55390
133.32.200.0,22,2516
133.33.0.0,16,23615
133.34.0.0,16,2907
133.35.0.0,16,2907
133.36.0.0,16,2516
133.37.0.0,16,2907
133.38.0.0,16,2907
133.39.0.0,16,2907
133.40.0.0,16,2907
133.4.0.0,18,55384
133.41.0.0,16,2506
133.4.128.0,18,2500
133.42.0.0,16,24248
133.4.22.0,24,55384
133.4.23.0,24,55384
133.43.0.0,16,10014
133.44.0.0,16,2907
133.45.0.0,16,2907
133.46.0.0,16,2907
133.46.248.0,21,2907
133.4.64.0,18,17440
133.47.0.0,16,17687
133.48.0.0,16,2907
133.49.0.0,16,2907
133.50.0.0,16,2907
133.5.0.0,16,2508
133.50.18.0,24,2907
133.51.0.0,16,37917
133.52.0.0,16,2907
133.53.0.0,16,4729
133.54.0.0,18,2907
133.54.128.0,17,2907
133.54.76.0,24,2907
133.54.77.0,24,2907
133.54.78.0,23,2907
133.54.80.0,20,2907
133.54.96.0,19,2907
133.55.0.0,16,2907
133.56.0.0,16,3488
133.56.101.0,24,3488
133.56.114.0,24,3488
133.56.96.0,22,3488
133.57.0.0,16,2907
133.58.0.0,16,2907
133.60.0.0,16,2907
133.6.0.0,16,17687
133.62.0.0,16,2907
133.63.0.0,16,2907
133.64.0.0,16,38641
133.64.0.0,17,38641
133.64.128.0,17,38641
133.64.4.0,24,38641
133.65.0.0,16,2907
133.66.0.0,16,17946
133.67.0.0,16,24261
133.68.0.0,16,2907
133.69.0.0,20,2523
133.69.128.0,19,2523
133.69.128.0,20,2523
133.69.160.0,22,45688
133.69.167.248,30,45688
133.69.167.252,30,45688
133.69.168.0,22,45688
133.69.172.0,22,45688
133.69.176.0,21,45688
133.69.184.0,21,45688
133.69.192.0,20,2523
133.69.32.0,20,7660
133.69.32.0,24,7660
133.69.36.0,24,7660
133.69.40.0,24,7660
133.70.0.0,16,24268
133.7.0.0,16,2907
133.71.0.0,16,131897
133.72.0.0,16,2907
133.73.0.0,16,2497
133.74.0.0,16,2907
133.74.0.0,17,3488
133.74.128.0,18,3488
133.74.192.0,18,2907
133.75.0.0,16,9591
133.77.0.0,16,2907
133.78.0.0,16,2907
133.78.105.0,24,2907
133.78.106.0,23,2907
133.78.108.0,22,2907
133.78.112.0,20,2907
133.78.128.0,23,2907
133.78.131.0,24,2907
133.78.176.0,21,2907
133.78.223.0,24,2907
133.78.80.0,21,2907
133.79.0.0,16,18087
133.79.0.0,17,18087
133.79.128.0,17,18087
133.79.192.0,20,18087
133.80.0.0,16,55904
133.80.0.0,17,55904
133.8.0.0,16,2907
133.80.128.0,17,55904
133.81.0.0,16,2907
133.82.0.0,16,2907
133.83.0.0,17,37895
133.83.128.0,17,37895
133.83.128.0,25,37895
133.83.129.0,25,37895
133.83.131.0,25,37895
133.83.132.0,25,37895
133.83.136.0,25,37895
133.83.138.0,25,37895
133.83.140.0,25,37895
133.83.142.0,25,37895
133.83.144.0,25,37895
133.83.145.0,25,37895
133.83.148.0,25,37895
133.83.150.0,25,37895
133.83.151.0,24,37895
133.83.152.0,24,37895
133.83.153.0,24,37895
133.83.154.0,24,37895
133.83.162.0,25,37895
133.83.2.0,25,37895
133.83.204.0,25,37895
133.83.210.0,26,37895
133.83.210.128,25,37895
133.83.210.64,26,37895
133.83.212.0,25,37895
133.83.2.128,25,37895
133.83.216.0,25,37895
133.83.220.0,25,37895
133.83.224.0,25,37895
133.83.225.192,27,37895
133.83.233.128,25,37895
133.83.3.0,25,37895
133.83.3.128,25,37895
133.85.0.0,16,2907
133.86.0.0,16,2907
133.86.252.0,22,2907
133.87.0.0,16,2907
133.88.0.0,16,18126
133.89.0.0,16,45673
133.89.0.0,17,45673
133.89.128.0,17,45673
133.9.0.0,16,17956
133.91.0.0,16,23623
133.92.0.0,16,58647
133.92.10.0,29,58647
133.92.10.16,29,58647
133.92.10.24,29,58647
133.92.10.32,29,58647
133.92.10.40,29,58647
133.92.10.48,29,58647
133.92.10.56,29,58647
133.92.10.8,29,58647
133.92.11.0,24,58647
133.92.112.0,24,58647
133.92.113.0,24,58647
133.92.114.0,24,58647
133.92.115.0,24,58647
133.92.116.0,24,58647
133.92.117.0,24,58647
133.92.118.0,24,58647
133.92.119.0,24,58647
133.92.120.0,24,58647
133.92.12.0,24,58647
133.92.121.0,24,58647
133.92.122.0,24,58647
133.92.124.0,22,58647
133.92.128.0,24,58647
133.92.13.0,24,58647
133.92.136.0,24,58647
133.92.139.0,24,58647
133.92.140.0,24,58647
133.92.14.0,24,58647
133.92.141.0,24,58647
133.92.142.0,24,58647
133.92.143.0,24,58647
133.92.144.0,24,58647
133.92.145.0,24,58647
133.92.146.0,24,58647
133.92.147.0,24,58647
133.92.148.0,24,58647
133.92.149.0,24,58647
133.92.150.0,24,58647
133.92.15.0,24,58647
133.92.151.0,24,58647
133.92.152.0,24,58647
133.92.153.0,24,58647
133.92.154.0,24,58647
133.92.155.0,24,58647
133.92.156.0,24,58647
133.92.157.0,24,58647
133.92.158.0,24,58647
133.92.159.0,24,58647
133.92.160.0,24,58647
133.92.16.0,24,58647
133.92.161.0,24,58647
133.92.162.0,24,58647
133.92.163.0,24,58647
133.92.164.0,24,58647
133.92.165.0,24,58647
133.92.166.0,24,58647
133.92.167.0,24,58647
133.92.168.0,24,58647
133.92.172.0,24,58647
133.92.173.0,24,58647
133.92.174.0,24,58647
133.92.176.0,22,58647
133.92.18.0,24,58647
133.92.199.0,24,58647
133.92.201.0,24,58647
133.92.202.0,24,58647
133.92.2.0,24,58647
133.92.203.0,24,58647
133.92.204.0,24,58647
133.92.205.0,24,58647
133.92.206.0,24,58647
133.92.207.0,24,58647
133.92.208.0,24,58647
133.92.210.0,24,58647
133.92.21.0,24,58647
133.92.211.0,24,58647
133.92.212.0,24,58647
133.92.213.0,24,58647
133.92.214.0,24,58647
133.92.215.0,24,58647
133.92.216.0,24,58647
133.92.217.0,24,58647
133.92.218.0,24,58647
133.92.242.0,24,58647
133.92.243.0,24,58647
133.92.24.32,28,58647
133.92.244.0,24,58647
133.92.245.0,24,58647
133.92.246.0,23,58647
133.92.248.0,23,58647
133.92.250.0,23,58647
133.92.25.0,29,58647
133.92.25.128,27,58647
133.92.25.16,29,58647
133.92.25.24,29,58647
133.92.25.32,29,58647
133.92.25.40,29,58647
133.92.25.48,29,58647
133.92.25.56,29,58647
133.92.25.64,29,58647
133.92.25.72,29,58647
133.92.25.80,29,58647
133.92.25.8,29,58647
133.92.25.88,29,58647
133.92.27.0,24,58647
133.92.28.0,24,58647
133.92.29.0,25,58647
133.92.29.128,26,58647
133.92.29.192,26,58647
133.92.3.0,24,58647
133.92.32.0,22,58647
133.92.36.0,22,58647
133.92.4.0,24,58647
133.92.41.0,24,58647
133.92.42.0,24,58647
133.92.43.0,24,58647
133.92.50.0,24,58647
133.92.5.0,24,58647
133.92.51.0,24,58647
133.92.52.0,24,58647
133.92.53.0,24,58647
133.92.56.0,24,58647
133.92.57.0,24,58647
133.92.59.0,24,58647
133.92.60.0,24,58647
133.92.6.0,24,58647
133.92.61.0,24,58647
133.92.63.0,24,58647
133.92.64.0,24,58647
133.92.65.0,24,58647
133.92.66.0,24,58647
133.92.67.0,24,58647
133.92.68.0,24,58647
133.92.69.0,24,58647
133.92.70.0,24,58647
133.92.7.0,24,58647
133.92.71.0,24,58647
133.92.72.0,24,58647
133.92.73.0,24,58647
133.92.74.0,24,58647
133.92.75.0,24,58647
133.92.76.0,24,58647
133.92.77.0,24,58647
133.92.81.0,24,58647
133.92.82.0,24,58647
133.92.84.0,24,58647
133.92.85.0,24,58647
133.92.91.0,24,58647
133.92.92.0,24,58647
133.92.93.0,24,58647
133.92.96.0,24,58647
133.92.97.0,24,58647
133.92.98.0,24,58647
133.92.99.0,24,58647
133.94.0.0,16,2907
133.95.0.0,16,2907
133.96.0.0,16,2907
133.97.0.0,16,58652
133.97.0.0,17,58652
133.97.128.0,17,58652
133.98.0.0,16,2907
133.99.0.0,16,2497
